I_DATA_SET1,SOURCE_RES,SOURCE_PSCHEMA,SOURCE_LSCHEMA,SOURCE_TABLE1,SOURCE_TABLE2,SOURCE_TAB,TARGET_PSCHEMA,TARGET_LSCHEMA,TARGET_TABLE1,TARGET_TABLE2,TARGET_TAB,TARGET_RES,I_DATA_SET2
1955001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_BSH_ANL_FCT_C0,EDW_SOR.EDW_STG.T_BSH_ANL_FCT_C0,EDW_SOR_STG.T_BSH_ANL_FCT_C0,EDW_SOR.EDW_DMT,EDW_DMT,BSH_ANL_FCT,EDW_SOR.EDW_DMT.BSH_ANL_FCT,EDW_DMT.BSH_ANL_FCT,DWH,1955001
3949001,DWH,EDW_SOR.EDW_SOR,TT31_SRC_SOR,AR_X_RATE,EDW_SOR.EDW_SOR.AR_X_RATE,TT31_SRC_SOR.AR_X_RATE,EDW_SOR.DWH_STAGING,TT31_SRC_DWH_STAGING,TMP_TT31_MD_DEPOSIT_INFO,EDW_SOR.DWH_STAGING.TMP_TT31_MD_DEPOSIT_INFO,TT31_SRC_DWH_STAGING.TMP_TT31_MD_DEPOSIT_INFO,DWH,3949001
251144001,DWH,EDW_SOR.DWH,TT31_SRC_DWH,CUSTOMER_TSD,EDW_SOR.DWH.CUSTOMER_TSD,TT31_SRC_DWH.CUSTOMER_TSD,DWH.TCB_DWH_VAS,TT31_STG,R_TT31_MD_VAL_PAPER,DWH.TCB_DWH_VAS.R_TT31_MD_VAL_PAPER,TT31_STG.R_TT31_MD_VAL_PAPER,DWH,251144001
253878001,DWH,,ICT_SOR,CV,.CV,ICT_SOR.CV,,ICT_STG,T_TBL_ICT_AR_X_AR_LMT,.T_TBL_ICT_AR_X_AR_LMT,ICT_STG.T_TBL_ICT_AR_X_AR_LMT,DWH,253878001
253903001,DWH,,ICT_SOR,EXG_RATE_HIST,.EXG_RATE_HIST,ICT_SOR.EXG_RATE_HIST,,ICT_STG,TMP_TBL_ICT_DP_TSD,.TMP_TBL_ICT_DP_TSD,ICT_STG.TMP_TBL_ICT_DP_TSD,DWH,253903001
386001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,CV,EDW_SOR.EDW_SOR.CV,EDW_SOR.CV,EDW_SOR.EDW_DMT,EDW_DMT,PYMT_DRC_DIM,EDW_SOR.EDW_DMT.PYMT_DRC_DIM,EDW_DMT.PYMT_DRC_DIM,DWH,386001
252416001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,BAL_RNGE,EDW_SOR.EDW_SOR.BAL_RNGE,EDW_SOR.BAL_RNGE,EDW_SOR.EDW_STG,EDW_SOR_STG,T$_AR_BHVR_ANL_FCT_LMT1,EDW_SOR.EDW_STG.T$_AR_BHVR_ANL_FCT_LMT1,EDW_SOR_STG.T$_AR_BHVR_ANL_FCT_LMT1,DWH,252416001
252744001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,IP,EDW_SOR.EDW_SOR.IP,EDW_SOR.IP,EDW_SOR.EDW_STG,EDW_SOR_STG,T_DMT_SAL_PERP_ANL_FCT,EDW_SOR.EDW_STG.T_DMT_SAL_PERP_ANL_FCT,EDW_SOR_STG.T_DMT_SAL_PERP_ANL_FCT,DWH,252744001
414001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,IP,EDW_SOR.EDW_SOR.IP,EDW_SOR.IP,EDW_SOR.EDW_DMT,EDW_DMT,TXN_DIM,EDW_SOR.EDW_DMT.TXN_DIM,EDW_DMT.TXN_DIM,DWH,414001
434001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,AR_AVY_SHD_ITM,EDW_SOR.EDW_SOR.AR_AVY_SHD_ITM,EDW_SOR.AR_AVY_SHD_ITM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AR_AVY_SHD_ITM,EDW_SOR.EDW_STG.T_AR_AVY_SHD_ITM,EDW_SOR_STG.T_AR_AVY_SHD_ITM,DWH,434001
255183001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,TMP_MCO_MM_AU_SMY,EDW_SOR.EDW_STG.TMP_MCO_MM_AU_SMY,EDW_SOR_STG.TMP_MCO_MM_AU_SMY,EDW_SOR.EDW_SOR,EDW_SOR,MCO_AU_SMY_FINA,EDW_SOR.EDW_SOR.MCO_AU_SMY_FINA,EDW_SOR.MCO_AU_SMY_FINA,DWH,255183001
255012001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_DMT_DIM_AR_BHVR_ANL,EDW_SOR.EDW_STG.T_DMT_DIM_AR_BHVR_ANL,EDW_SOR_STG.T_DMT_DIM_AR_BHVR_ANL,EDW_SOR.EDW_DMT,EDW_DMT,FTP_ANL_FCT,EDW_SOR.EDW_DMT.FTP_ANL_FCT,EDW_DMT.FTP_ANL_FCT,DWH,255012001
252594001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_CUS,EDW_SOR.EDW_STG.T_CUS,EDW_SOR_STG.T_CUS,EDW_SOR.EDW_SOR,EDW_SOR,IP,EDW_SOR.EDW_SOR.IP,EDW_SOR.IP,DWH,252594001
1036001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,EXG_RATE,EDW_SOR.EDW_SOR.EXG_RATE,EDW_SOR.EXG_RATE,EDW_SOR.EDW_STG,EDW_SOR_STG,T_DMT_PST_ENTR_PYMT_1,EDW_SOR.EDW_STG.T_DMT_PST_ENTR_PYMT_1,EDW_SOR_STG.T_DMT_PST_ENTR_PYMT_1,DWH,1036001
255143001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,TMP_MCO_SMY_MD,EDW_SOR.EDW_STG.TMP_MCO_SMY_MD,EDW_SOR_STG.TMP_MCO_SMY_MD,EDW_SOR.EDW_SOR,EDW_SOR,MCO_AU_SMY_FINA,EDW_SOR.EDW_SOR.MCO_AU_SMY_FINA,EDW_SOR.MCO_AU_SMY_FINA,DWH,255143001
1898001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,FNC_MKT_IMT,EDW_SOR.EDW_SOR.FNC_MKT_IMT,EDW_SOR.FNC_MKT_IMT,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AU_FNC_MKT_IMT,EDW_SOR.EDW_STG.T_AU_FNC_MKT_IMT,EDW_SOR_STG.T_AU_FNC_MKT_IMT,DWH,1898001
252259001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_PRFT_CONSOL_KEY,EDW_SOR.EDW_STG.T_PRFT_CONSOL_KEY,EDW_SOR_STG.T_PRFT_CONSOL_KEY,EDW_SOR.EDW_SOR,EDW_SOR,PST_ENTR,EDW_SOR.EDW_SOR.PST_ENTR,EDW_SOR.PST_ENTR,DWH,252259001
252424001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,PD,EDW_SOR.EDW_SOR.PD,EDW_SOR.PD,EDW_SOR.EDW_DMT,EDW_DMT,AR_DIM,EDW_SOR.EDW_DMT.AR_DIM,EDW_DMT.AR_DIM,DWH,252424001
252435001,DWH,EDW_SOR.DWH_STAGING,EDW_DWH_STG,T_ACCOUNT,EDW_SOR.DWH_STAGING.T_ACCOUNT,EDW_DWH_STG.T_ACCOUNT,EDW_SOR.EDW_STG,EDW_SOR_STG,T_DATA_CAP,EDW_SOR.EDW_STG.T_DATA_CAP,EDW_SOR_STG.T_DATA_CAP,DWH,252435001
256101001,DWH,EDW_SOR.DWH_STAGING,EDW_DWH_STG,I$_AZ_ACCOUNT,EDW_SOR.DWH_STAGING.I$_AZ_ACCOUNT,EDW_DWH_STG.I$_AZ_ACCOUNT,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AZ_AC,EDW_SOR.EDW_STG.T_AZ_AC,EDW_SOR_STG.T_AZ_AC,DWH,256101001
1049001,DWH,EDW_SOR.DWH_STAGING,EDW_DWH_STG,T_PD_PAYMENT_DUE,EDW_SOR.DWH_STAGING.T_PD_PAYMENT_DUE,EDW_DWH_STG.T_PD_PAYMENT_DUE,EDW_SOR.EDW_STG,EDW_SOR_STG,T_PD_PD_30,EDW_SOR.EDW_STG.T_PD_PD_30,EDW_SOR_STG.T_PD_PD_30,DWH,1049001
3168007,ODS,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_LMM_SCHEDULES_PAST,DWH_STG.DWH_STAGING.T_LMM_SCHEDULES_PAST,DWH_STAGING_LOGICAL.T_LMM_SCHEDULES_PAST,DWH.DWH,DWH_LOGICAL,LMM_SCHEDULES_PAST,DWH.DWH.LMM_SCHEDULES_PAST,DWH_LOGICAL.LMM_SCHEDULES_PAST,ODS,3168007
2183007,ODS,KONDOR.kplus.dbo,KONDOR_KPLUS,Futures,KONDOR.kplus.dbo.Futures,KONDOR_KPLUS.Futures,DWH.DWH,DWH_DWH,KDR_FUTURES,DWH.DWH.KDR_FUTURES,DWH_DWH.KDR_FUTURES,ODS,2183007
7372007,ODS,KONDOR.KplusVersion.dbo,KONDOR_KPLUSVERSION,SwapDealsVer,KONDOR.KplusVersion.dbo.SwapDealsVer,KONDOR_KPLUSVERSION.SwapDealsVer,DWH.DWH,DWH_DWH,KDR_SWAPDEALSVER,DWH.DWH.KDR_SWAPDEALSVER,DWH_DWH.KDR_SWAPDEALSVER,ODS,7372007
255808007,ODS,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_LOG_CHANGE_STK_TCB,DWH_STG.DWH_STAGING.T_LOG_CHANGE_STK_TCB,DWH_STAGING_LOGICAL.T_LOG_CHANGE_STK_TCB,DWH.DWH,DWH_LOGICAL,LOG_CHANGE_STK_TCB,DWH.DWH.LOG_CHANGE_STK_TCB,DWH_LOGICAL.LOG_CHANGE_STK_TCB,ODS,255808007
125002,OGG,T24_REP.T24REP,T24_REP,OCB_FX_CURRENCY,T24_REP.T24REP.OCB_FX_CURRENCY,T24_REP.OCB_FX_CURRENCY,,DWH_OCB,DWH_FX_CURRENCY,.DWH_FX_CURRENCY,DWH_OCB.DWH_FX_CURRENCY,OGG,125002
1671002,OGG,T24_REP.T24REP,T24_REP,I$_TB_ACC_MASTER_LD_STG_IPL,T24_REP.T24REP.I$_TB_ACC_MASTER_LD_STG_IPL,T24_REP.I$_TB_ACC_MASTER_LD_STG_IPL,iGTS_SIT.TBSTG,iGTS_SIT,ACCT_LD_MASTER_STG,iGTS_SIT.TBSTG.ACCT_LD_MASTER_STG,iGTS_SIT.ACCT_LD_MASTER_STG,OGG,1671002
3233002,OGG,T24_REP.T24REP,T24_REP,I$_BPM_LAB_ODS,T24_REP.T24REP.I$_BPM_LAB_ODS,T24_REP.I$_BPM_LAB_ODS,BPM_SOR_REF.BPM_SOR_REF,BPM_SOR_REF,LN_AR,BPM_SOR_REF.BPM_SOR_REF.LN_AR,BPM_SOR_REF.LN_AR,OGG,3233002
252887001,DWH,EDW_SOR.DWH_STAGING,EDW_DWH_STG,I$_LOS_APPLICATION_TSD,EDW_SOR.DWH_STAGING.I$_LOS_APPLICATION_TSD,EDW_DWH_STG.I$_LOS_APPLICATION_TSD,EDW_SOR.EDW_STG,EDW_SOR_STG,T_LOS_RECORDKEY,EDW_SOR.EDW_STG.T_LOS_RECORDKEY,EDW_SOR_STG.T_LOS_RECORDKEY,DWH,252887001
818001,DWH,EDW_SOR.DWH_STAGING,EDW_DWH_STG,T_ACCOUNT_DEBIT_INT,EDW_SOR.DWH_STAGING.T_ACCOUNT_DEBIT_INT,EDW_DWH_STG.T_ACCOUNT_DEBIT_INT,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AC_DR_INT_LST,EDW_SOR.EDW_STG.T_AC_DR_INT_LST,EDW_SOR_STG.T_AC_DR_INT_LST,DWH,818001
252215001,DWH,EDW_SOR.DWH_STAGING,EDW_DWH_STG,T_CUSTOMER_STATUS,EDW_SOR.DWH_STAGING.T_CUSTOMER_STATUS,EDW_DWH_STG.T_CUSTOMER_STATUS,EDW_SOR.EDW_SOR,EDW_SOR,CV,EDW_SOR.EDW_SOR.CV,EDW_SOR.CV,DWH,252215001
257186001,DWH,EDW_SOR.DWH,EDW_DWH,KDR_SWAPSCHEDULE,EDW_SOR.DWH.KDR_SWAPSCHEDULE,EDW_DWH.KDR_SWAPSCHEDULE,EDW_SOR.EDW_STG,EDW_SOR_STG,T_KDR_FMI_AVY_SHD_ITM,EDW_SOR.EDW_STG.T_KDR_FMI_AVY_SHD_ITM,EDW_SOR_STG.T_KDR_FMI_AVY_SHD_ITM,DWH,257186001
253467001,DWH,EDW_SOR.DWH,EDW_DWH,MBB_CUSTOMERS_IDEN,EDW_SOR.DWH.MBB_CUSTOMERS_IDEN,EDW_DWH.MBB_CUSTOMERS_IDEN,EDW_SOR.EDW_SOR,EDW_SOR,AR_X_IP,EDW_SOR.EDW_SOR.AR_X_IP,EDW_SOR.AR_X_IP,DWH,253467001
254332001,DWH,DWH_AWB.EDW_STG,VINCITY_SRC_STG,TMP_LS_0010_LEAD_RANK,DWH_AWB.EDW_STG.TMP_LS_0010_LEAD_RANK,VINCITY_SRC_STG.TMP_LS_0010_LEAD_RANK,DWH_AWB.EDW_DMT,VINCITY_DMT,R_TBL_LS_0010_APMNT_FCT,DWH_AWB.EDW_DMT.R_TBL_LS_0010_APMNT_FCT,VINCITY_DMT.R_TBL_LS_0010_APMNT_FCT,DWH,254332001
251091001,DWH,EDW_SOR.EDW_DMT,EDW_DMT,SRO_DIM,EDW_SOR.EDW_DMT.SRO_DIM,EDW_DMT.SRO_DIM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_DMT_PFT_ANL_FCT_LDAY,EDW_SOR.EDW_STG.T_DMT_PFT_ANL_FCT_LDAY,EDW_SOR_STG.T_DMT_PFT_ANL_FCT_LDAY,DWH,251091001
251938001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,ORG,EDW_SOR.EDW_SOR.ORG,EDW_SOR.ORG,EDW_SOR.EDW_STG,EDW_SOR_STG,TMP_RPT_MGR_BL_AR,EDW_SOR.EDW_STG.TMP_RPT_MGR_BL_AR,EDW_SOR_STG.TMP_RPT_MGR_BL_AR,DWH,251938001
255738001,DWH,EDW_SOR.EDW_DMT,EDW_DMT,LOB_DIM,EDW_SOR.EDW_DMT.LOB_DIM,EDW_DMT.LOB_DIM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TBL_CASA_T24_MTLY,EDW_SOR.EDW_STG.T_TBL_CASA_T24_MTLY,EDW_SOR_STG.T_TBL_CASA_T24_MTLY,DWH,255738001
256165001,DWH,EDW_SOR.DWH,EDW_DWH,KDR_CURRENCIES,EDW_SOR.DWH.KDR_CURRENCIES,EDW_DWH.KDR_CURRENCIES,EDW_SOR.EDW_STG,EDW_SOR_STG,T_KDR_ACCOUNTING_SEC_GL,EDW_SOR.EDW_STG.T_KDR_ACCOUNTING_SEC_GL,EDW_SOR_STG.T_KDR_ACCOUNTING_SEC_GL,DWH,256165001
255683001,DWH,EDW_SOR.DWH_STAGING,EDW_DWH_STG,T_LD_LOANS_AND_DEPOSITS,EDW_SOR.DWH_STAGING.T_LD_LOANS_AND_DEPOSITS,EDW_DWH_STG.T_LD_LOANS_AND_DEPOSITS,EDW_SOR.EDW_SOR,EDW_SOR,PST_ENTR,EDW_SOR.EDW_SOR.PST_ENTR,EDW_SOR.PST_ENTR,DWH,255683001
898001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_LD_PD,EDW_SOR.EDW_STG.T_LD_PD,EDW_SOR_STG.T_LD_PD,EDW_SOR.EDW_SOR,EDW_SOR,AR_FNC_ST,EDW_SOR.EDW_SOR.AR_FNC_ST,EDW_SOR.AR_FNC_ST,DWH,898001
255360001,DWH,EDW_SOR.EDW_ADM,EDW_ADM,TBL_CODE_BS_PL_MP,EDW_SOR.EDW_ADM.TBL_CODE_BS_PL_MP,EDW_ADM.TBL_CODE_BS_PL_MP,EDW_SOR.EDW_STG,EDW_SOR_STG,T_CODE_BS_PL_MP,EDW_SOR.EDW_STG.T_CODE_BS_PL_MP,EDW_SOR_STG.T_CODE_BS_PL_MP,DWH,255360001
255666001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TBL_PFS_MAP_RL,EDW_SOR.EDW_STG.T_TBL_PFS_MAP_RL,EDW_SOR_STG.T_TBL_PFS_MAP_RL,EDW_SOR.EDW_DMT,EDW_DMT,PFS_AR_FCT_MTLY,EDW_SOR.EDW_DMT.PFS_AR_FCT_MTLY,EDW_DMT.PFS_AR_FCT_MTLY,DWH,255666001
253173001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,AU_SMY_MA,EDW_SOR.EDW_SOR.AU_SMY_MA,EDW_SOR.AU_SMY_MA,EDW_SOR.EDW_STG,EDW_SOR_STG,T_BSH_ANL_FCT_MA,EDW_SOR.EDW_STG.T_BSH_ANL_FCT_MA,EDW_SOR_STG.T_BSH_ANL_FCT_MA,DWH,253173001
255637001,DWH,EDW_SOR.EDW_DMT,EDW_DMT,PFS_AR_LN_SCD_DT,EDW_SOR.EDW_DMT.PFS_AR_LN_SCD_DT,EDW_DMT.PFS_AR_LN_SCD_DT,EDW_SOR.EDW_STG,EDW_SOR_STG,T_PFS_RBD_LD_DAILY_SMY,EDW_SOR.EDW_STG.T_PFS_RBD_LD_DAILY_SMY,EDW_SOR_STG.T_PFS_RBD_LD_DAILY_SMY,DWH,255637001
1696007,ODS,DWH.DWH,DWH_LOGICAL,V_T24TID_MERCHANT_TCB,DWH.DWH.V_T24TID_MERCHANT_TCB,DWH_LOGICAL.V_T24TID_MERCHANT_TCB,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_TID_MERCHANT_TCB,DWH_STG.DWH_STAGING.T_TID_MERCHANT_TCB,DWH_STAGING_LOGICAL.T_TID_MERCHANT_TCB,ODS,1696007
6775007,ODS,KONDOR.rknet.dbo,KONDOR_MGR,SettlementLimit,KONDOR.rknet.dbo.SettlementLimit,KONDOR_MGR.SettlementLimit,DWH.DWH,DWH_DWH,KDR_SETTLEMENTLIMIT,DWH.DWH.KDR_SETTLEMENTLIMIT,DWH_DWH.KDR_SETTLEMENTLIMIT,ODS,6775007
1016002,ODS,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_CUSTOMER_POSITION,DWH_STG.DWH_STAGING.T_CUSTOMER_POSITION,DWH_STAGING_LOGICAL.T_CUSTOMER_POSITION,DWH.DWH,DWH_LOGICAL,CUSTOMER_POSITION,DWH.DWH.CUSTOMER_POSITION,DWH_LOGICAL.CUSTOMER_POSITION,ODS,1016002
3443007,ODS,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_PROVINCE_TCB,DWH_STG.DWH_STAGING.T_PROVINCE_TCB,DWH_STAGING_LOGICAL.T_PROVINCE_TCB,CLIMS.TBCMS,CLIMS,HP_TEMP_PF186,CLIMS.TBCMS.HP_TEMP_PF186,CLIMS.HP_TEMP_PF186,ODS,3443007
255541007,ODS,iGTS_VIEW.CIM_R2B,iGTS_CIM,ACCOUNTING_ENTRIES,iGTS_VIEW.CIM_R2B.ACCOUNTING_ENTRIES,iGTS_CIM.ACCOUNTING_ENTRIES,DWH.DWH,DWH_DWH,TB_ACCOUNTING_ENTRIES,DWH.DWH.TB_ACCOUNTING_ENTRIES,DWH_DWH.TB_ACCOUNTING_ENTRIES,ODS,255541007
256581007,ODS,WEBLOG2.supportcenter.dbo,WEBLOG2_LOGICAL,Tags,WEBLOG2.supportcenter.dbo.Tags,WEBLOG2_LOGICAL.Tags,DWH.DWH,DWH_LOGICAL,SC_TAGS,DWH.DWH.SC_TAGS,DWH_LOGICAL.SC_TAGS,ODS,256581007
255943007,ODS,DWH.DWH,DWH_LOGICAL,V_T24AZ_ACCOUNT_HIS,DWH.DWH.V_T24AZ_ACCOUNT_HIS,DWH_LOGICAL.V_T24AZ_ACCOUNT_HIS,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_AZ_ACCOUNT_HIS,DWH_STG.DWH_STAGING.T_AZ_ACCOUNT_HIS,DWH_STAGING_LOGICAL.T_AZ_ACCOUNT_HIS,ODS,255943007
1419002,OGG,T24_REP.T24REP,T24_REP,OGG_CUSTOMER_ODS,T24_REP.T24REP.OGG_CUSTOMER_ODS,T24_REP.OGG_CUSTOMER_ODS,iGTS_SIT.TBSTG,iGTS_SIT,DEPOSIT_TXN_DETAIL_STG,iGTS_SIT.TBSTG.DEPOSIT_TXN_DETAIL_STG,iGTS_SIT.DEPOSIT_TXN_DETAIL_STG,OGG,1419002
3529002,OGG,T24_REP.T24REP,T24_REP,OGG_MM_MONEY_MARKET_ODS,T24_REP.T24REP.OGG_MM_MONEY_MARKET_ODS,T24_REP.OGG_MM_MONEY_MARKET_ODS,iGTS_SIT.TBSTG,iGTS_SIT,DEPOSIT_TXN_DETAIL_STG,iGTS_SIT.TBSTG.DEPOSIT_TXN_DETAIL_STG,iGTS_SIT.DEPOSIT_TXN_DETAIL_STG,OGG,3529002
253960001,DWH,,ICT_SOR,IP_X_IP,.IP_X_IP,ICT_SOR.IP_X_IP,,ICT_STG,T_TBL_ICT_LD_TSD_LOAN_INFO,.T_TBL_ICT_LD_TSD_LOAN_INFO,ICT_STG.T_TBL_ICT_LD_TSD_LOAN_INFO,DWH,253960001
251051001,DWH,DWH.TCB_DWH_VAS,TT31_STG,P_TT31_IDY_X_SIZE,DWH.TCB_DWH_VAS.P_TT31_IDY_X_SIZE,TT31_STG.P_TT31_IDY_X_SIZE,EDW_SOR.DWH_STAGING,TT31_SRC_DWH_STAGING,TMP_TT31_MD_CUST_INFO,EDW_SOR.DWH_STAGING.TMP_TT31_MD_CUST_INFO,TT31_SRC_DWH_STAGING.TMP_TT31_MD_CUST_INFO,DWH,251051001
252684001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_CMS_CLIENTPERSONE,EDW_SOR.EDW_STG.T_CMS_CLIENTPERSONE,EDW_SOR_STG.T_CMS_CLIENTPERSONE,EDW_SOR.EDW_SOR,EDW_SOR,LO_D,EDW_SOR.EDW_SOR.LO_D,EDW_SOR.LO_D,DWH,252684001
256443001,DWH,EDW_SOR.DWH,EDW_DWH,KDR_FXSWAPDEALS,EDW_SOR.DWH.KDR_FXSWAPDEALS,EDW_DWH.KDR_FXSWAPDEALS,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TRD_CMPT,EDW_SOR.EDW_STG.T_TRD_CMPT,EDW_SOR_STG.T_TRD_CMPT,DWH,256443001
253903001,DWH,,ICT_SOR,CV,.CV,ICT_SOR.CV,,ICT_STG,TMP_TBL_ICT_DP_TSD,.TMP_TBL_ICT_DP_TSD,ICT_STG.TMP_TBL_ICT_DP_TSD,DWH,253903001
251861001,DWH,,PIPELINE_EDW_STG,T_PIPE_GSM_LEAD,.T_PIPE_GSM_LEAD,PIPELINE_EDW_STG.T_PIPE_GSM_LEAD,,PIPELINE_EDW_DMT,LEAD_X_SUBLEAD,.LEAD_X_SUBLEAD,PIPELINE_EDW_DMT.LEAD_X_SUBLEAD,DWH,251861001
254940001,DWH,TCB_CAR_TRG.TCB_CAR,CAR_EDW_CAR,R_TBL_FX_POS_SMY,TCB_CAR_TRG.TCB_CAR.R_TBL_FX_POS_SMY,CAR_EDW_CAR.R_TBL_FX_POS_SMY,EDW_SOR.EDW_STG,EDW_SOR_STG,T_CAR_TMP_FX_POS_SMY,EDW_SOR.EDW_STG.T_CAR_TMP_FX_POS_SMY,EDW_SOR_STG.T_CAR_TMP_FX_POS_SMY,DWH,254940001
252452001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,TMP_LOS_MAINAPP_IP,EDW_SOR.EDW_STG.TMP_LOS_MAINAPP_IP,EDW_SOR_STG.TMP_LOS_MAINAPP_IP,EDW_SOR.EDW_SOR,EDW_SOR,IP_X_IP,EDW_SOR.EDW_SOR.IP_X_IP,EDW_SOR.IP_X_IP,DWH,252452001
257348001,DWH,EDW_SOR.EDW_DMT,EDW_DMT,LOB_DIM,EDW_SOR.EDW_DMT.LOB_DIM,EDW_DMT.LOB_DIM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TD_AR_MO_1_LATEST_DIM,EDW_SOR.EDW_STG.T_TD_AR_MO_1_LATEST_DIM,EDW_SOR_STG.T_TD_AR_MO_1_LATEST_DIM,DWH,257348001
255798001,DWH,EDW_SOR.EDW_DMT,EDW_DMT,PFS_AR_FCT_MTLY,EDW_SOR.EDW_DMT.PFS_AR_FCT_MTLY,EDW_DMT.PFS_AR_FCT_MTLY,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TBL_LD_AR_FCT_LMTLY,EDW_SOR.EDW_STG.T_TBL_LD_AR_FCT_LMTLY,EDW_SOR_STG.T_TBL_LD_AR_FCT_LMTLY,DWH,255798001
255885001,DWH,EDW_SOR.DWH,EDW_DWH,BF_CUS_INFO,EDW_SOR.DWH.BF_CUS_INFO,EDW_DWH.BF_CUS_INFO,EDW_SOR.EDW_STG,EDW_SOR_STG,T_CUS,EDW_SOR.EDW_STG.T_CUS,EDW_SOR_STG.T_CUS,DWH,255885001
252254001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,PD,EDW_SOR.EDW_SOR.PD,EDW_SOR.PD,EDW_SOR.EDW_DMT,EDW_DMT,AR_DIM,EDW_SOR.EDW_DMT.AR_DIM,EDW_DMT.AR_DIM,DWH,252254001
252003001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,CR_FCY_AR,EDW_SOR.EDW_SOR.CR_FCY_AR,EDW_SOR.CR_FCY_AR,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AR_AU_INFO,EDW_SOR.EDW_STG.T_AR_AU_INFO,EDW_SOR_STG.T_AR_AU_INFO,DWH,252003001
1924001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_BSH_ANL_FCT_MA,EDW_SOR.EDW_STG.T_BSH_ANL_FCT_MA,EDW_SOR_STG.T_BSH_ANL_FCT_MA,EDW_SOR.EDW_DMT,EDW_DMT,BSH_ANL_FCT,EDW_SOR.EDW_DMT.BSH_ANL_FCT,EDW_DMT.BSH_ANL_FCT,DWH,1924001
210001,DWH,EDW_SOR.DWH_STAGING,EDW_DWH_STG,I$_AZ_ACCOUNT,EDW_SOR.DWH_STAGING.I$_AZ_ACCOUNT,EDW_DWH_STG.I$_AZ_ACCOUNT,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AC_AZ,EDW_SOR.EDW_STG.T_AC_AZ,EDW_SOR_STG.T_AC_AZ,DWH,210001
257316001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TBL_LD_AXPRG,EDW_SOR.EDW_STG.T_TBL_LD_AXPRG,EDW_SOR_STG.T_TBL_LD_AXPRG,EDW_SOR.EDW_DMT,EDW_DMT,PFS_AR_LN_SCD_DT,EDW_SOR.EDW_DMT.PFS_AR_LN_SCD_DT,EDW_DMT.PFS_AR_LN_SCD_DT,DWH,257316001
257323001,DWH,EDW_SOR.EDW_DMT,EDW_DMT,CST_DIM,EDW_SOR.EDW_DMT.CST_DIM,EDW_DMT.CST_DIM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TBL_PFS_LN_CST_LYR,EDW_SOR.EDW_STG.T_TBL_PFS_LN_CST_LYR,EDW_SOR_STG.T_TBL_PFS_LN_CST_LYR,DWH,257323001
3438007,ODS,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_SECTOR,DWH_STG.DWH_STAGING.T_SECTOR,DWH_STAGING_LOGICAL.T_SECTOR,CLIMS.TBCMS,CLIMS,HP_TEMP_PF163,CLIMS.TBCMS.HP_TEMP_PF163,CLIMS.HP_TEMP_PF163,ODS,3438007
