I_DATA_SET1,SOURCE_RES,SOURCE_PSCHEMA,SOURCE_LSCHEMA,SOURCE_TABLE1,SOURCE_TABLE2,SOURCE_TAB,TARGET_PSCHEMA,TARGET_LSCHEMA,TARGET_TABLE1,TARGET_TABLE2,TARGET_TAB,TARGET_RES,I_DATA_SET2
251563001,DWH,EDW_SOR.EDW_SOR,TT31_SRC_SOR,AU,EDW_SOR.EDW_SOR.AU,TT31_SRC_SOR.AU,EDW_SOR.EDW_SOR,EDW_SOR,AU_SMY_MA,EDW_SOR.EDW_SOR.AU_SMY_MA,EDW_SOR.AU_SMY_MA,DWH,251563001
251563001,DWH,EDW_SOR.EDW_SOR,TT31_SRC_SOR,AU,EDW_SOR.EDW_SOR.AU,TT31_SRC_SOR.AU,EDW_SOR.EDW_DMT,EDW_DMT,PFT_ANL_FCT,EDW_SOR.EDW_DMT.PFT_ANL_FCT,EDW_DMT.PFT_ANL_FCT,DWH,251563001
251563001,DWH,EDW_SOR.EDW_SOR,TT31_SRC_SOR,AU,EDW_SOR.EDW_SOR.AU,TT31_SRC_SOR.AU,EDW_SOR.EDW_STG,EDW_SOR_STG,T_DMT_PFT_ANL_FCT_MA,EDW_SOR.EDW_STG.T_DMT_PFT_ANL_FCT_MA,EDW_SOR_STG.T_DMT_PFT_ANL_FCT_MA,DWH,251563001
251563001,DWH,EDW_SOR.EDW_SOR,TT31_SRC_SOR,AU,EDW_SOR.EDW_SOR.AU,TT31_SRC_SOR.AU,EDW_SOR.EDW_STG,EDW_SOR_STG,T_DMT_AU_SMY_PFT_DETAIL_2,EDW_SOR.EDW_STG.T_DMT_AU_SMY_PFT_DETAIL_2,EDW_SOR_STG.T_DMT_AU_SMY_PFT_DETAIL_2,DWH,251563001
252622001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_CMS_CLIENT,EDW_SOR.EDW_STG.T_CMS_CLIENT,EDW_SOR_STG.T_CMS_CLIENT,EDW_SOR.EDW_SOR,EDW_SOR,IP_X_LO,EDW_SOR.EDW_SOR.IP_X_LO,EDW_SOR.IP_X_LO,DWH,252622001
253122001,DWH,EDW_SOR.DWH,EDW_DWH,T24M_0135_MV1,EDW_SOR.DWH.T24M_0135_MV1,EDW_DWH.T24M_0135_MV1,EDW_SOR.EDW_SOR,EDW_SOR,INT_RATE,EDW_SOR.EDW_SOR.INT_RATE,EDW_SOR.INT_RATE,DWH,253122001
410001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,OU,EDW_SOR.EDW_SOR.OU,EDW_SOR.OU,EDW_SOR.EDW_DMT,EDW_DMT,OU_DIM,EDW_SOR.EDW_DMT.OU_DIM,EDW_DMT.OU_DIM,DWH,410001
252603001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AC_LOCKED_EVENTS,EDW_SOR.EDW_STG.T_AC_LOCKED_EVENTS,EDW_SOR_STG.T_AC_LOCKED_EVENTS,EDW_SOR.EDW_SOR,EDW_SOR,AR_AVY,EDW_SOR.EDW_SOR.AR_AVY,EDW_SOR.AR_AVY,DWH,252603001
253960001,DWH,,ICT_SOR,EXG_RATE,.EXG_RATE,ICT_SOR.EXG_RATE,,ICT_STG,T_TBL_ICT_LD_TSD_LOAN_INFO,.T_TBL_ICT_LD_TSD_LOAN_INFO,ICT_STG.T_TBL_ICT_LD_TSD_LOAN_INFO,DWH,253960001
255171001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,TMP_AC_CUS_TO_MCO_AU_SMY,EDW_SOR.EDW_STG.TMP_AC_CUS_TO_MCO_AU_SMY,EDW_SOR_STG.TMP_AC_CUS_TO_MCO_AU_SMY,EDW_SOR.EDW_SOR,EDW_SOR,MCO_AU_SMY_FINA,EDW_SOR.EDW_SOR.MCO_AU_SMY_FINA,EDW_SOR.MCO_AU_SMY_FINA,DWH,255171001
257290001,DWH,EDW_SOR.DWH,EDW_DWH,BF_DB_CUSTOMER_ECO,EDW_SOR.DWH.BF_DB_CUSTOMER_ECO,EDW_DWH.BF_DB_CUSTOMER_ECO,EDW_SOR.EDW_STG,EDW_SOR_STG,T_CUS,EDW_SOR.EDW_STG.T_CUS,EDW_SOR_STG.T_CUS,DWH,257290001
257281001,DWH,EDW_SOR.DWH,EDW_DWH,BF_DB_CUSTOMER_ECO,EDW_SOR.DWH.BF_DB_CUSTOMER_ECO,EDW_DWH.BF_DB_CUSTOMER_ECO,EDW_SOR.EDW_STG,EDW_SOR_STG,T_CUS,EDW_SOR.EDW_STG.T_CUS,EDW_SOR_STG.T_CUS,DWH,257281001
1046001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,ACG_STC_ITM,EDW_SOR.EDW_SOR.ACG_STC_ITM,EDW_SOR.ACG_STC_ITM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_DMT_AU_SMY_PFT_DETAIL_1,EDW_SOR.EDW_STG.T_DMT_AU_SMY_PFT_DETAIL_1,EDW_SOR_STG.T_DMT_AU_SMY_PFT_DETAIL_1,DWH,1046001
253057001,DWH,EDW_SOR.DWH,EDW_DWH,KDR_CORRESP,EDW_SOR.DWH.KDR_CORRESP,EDW_DWH.KDR_CORRESP,EDW_SOR.EDW_STG,EDW_SOR_STG,T_KDR_TRANS_BOND,EDW_SOR.EDW_STG.T_KDR_TRANS_BOND,EDW_SOR_STG.T_KDR_TRANS_BOND,DWH,253057001
251938001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,PD,EDW_SOR.EDW_SOR.PD,EDW_SOR.PD,EDW_SOR.EDW_STG,EDW_SOR_STG,TMP_RPT_MGR_BL_AR,EDW_SOR.EDW_STG.TMP_RPT_MGR_BL_AR,EDW_SOR_STG.TMP_RPT_MGR_BL_AR,DWH,251938001
255916001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_LD_PD_UP,EDW_SOR.EDW_STG.T_LD_PD_UP,EDW_SOR_STG.T_LD_PD_UP,EDW_SOR.EDW_SOR,EDW_SOR,AR_X_RATE,EDW_SOR.EDW_SOR.AR_X_RATE,EDW_SOR.AR_X_RATE,DWH,255916001
252538001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,AR_FIX_TERM,EDW_SOR.EDW_SOR.AR_FIX_TERM,EDW_SOR.AR_FIX_TERM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AR_AU_INFO,EDW_SOR.EDW_STG.T_AR_AU_INFO,EDW_SOR_STG.T_AR_AU_INFO,DWH,252538001
255054001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_LC,EDW_SOR.EDW_STG.T_LC,EDW_SOR_STG.T_LC,EDW_SOR.EDW_SOR,EDW_SOR,RI_VAL,EDW_SOR.EDW_SOR.RI_VAL,EDW_SOR.RI_VAL,DWH,255054001
255756001,DWH,EDW_SOR.EDW_DMT,EDW_DMT,PD_DIM,EDW_SOR.EDW_DMT.PD_DIM,EDW_DMT.PD_DIM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TD_AR_MO_2,EDW_SOR.EDW_STG.T_TD_AR_MO_2,EDW_SOR_STG.T_TD_AR_MO_2,DWH,255756001
255175001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_ICRD,EDW_SOR.EDW_STG.T_ICRD,EDW_SOR_STG.T_ICRD,EDW_SOR.EDW_SOR,EDW_SOR,AR_X_CL,EDW_SOR.EDW_SOR.AR_X_CL,EDW_SOR.AR_X_CL,DWH,255175001
256364001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_IMT_PRC_QTN,EDW_SOR.EDW_STG.T_IMT_PRC_QTN,EDW_SOR_STG.T_IMT_PRC_QTN,EDW_SOR.EDW_SOR,EDW_SOR,IMT_PRC_QTN,EDW_SOR.EDW_SOR.IMT_PRC_QTN,EDW_SOR.IMT_PRC_QTN,DWH,256364001
256612001,DWH,EDW_SOR.DWH,EDW_DWH,KDR_CURREFINDEXT,EDW_SOR.DWH.KDR_CURREFINDEXT,EDW_DWH.KDR_CURREFINDEXT,EDW_SOR.EDW_STG,EDW_SOR_STG,T_FMI_X_RATE,EDW_SOR.EDW_STG.T_FMI_X_RATE,EDW_SOR_STG.T_FMI_X_RATE,DWH,256612001
257334001,DWH,EDW_SOR.EDW_DMT,EDW_DMT,CST_DIM,EDW_SOR.EDW_DMT.CST_DIM,EDW_DMT.CST_DIM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TD_AR_DLY_PRE,EDW_SOR.EDW_STG.T_TD_AR_DLY_PRE,EDW_SOR_STG.T_TD_AR_DLY_PRE,DWH,257334001
1282002,ODS,DWH.DWH,DWH_LOGICAL,V_T24LC_PRODUCT_TYPES_TCB,DWH.DWH.V_T24LC_PRODUCT_TYPES_TCB,DWH_LOGICAL.V_T24LC_PRODUCT_TYPES_TCB,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_LC_PRODUCT_TYPES_TCB,DWH_STG.DWH_STAGING.T_LC_PRODUCT_TYPES_TCB,DWH_STAGING_LOGICAL.T_LC_PRODUCT_TYPES_TCB,ODS,1282002
2254007,ODS,DWH.DWH,DWH_LOGICAL,V_T24AUTODB_REG_TCB,DWH.DWH.V_T24AUTODB_REG_TCB,DWH_LOGICAL.V_T24AUTODB_REG_TCB,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_AUTODB_REG_TCB,DWH_STG.DWH_STAGING.T_AUTODB_REG_TCB,DWH_STAGING_LOGICAL.T_AUTODB_REG_TCB,ODS,2254007
1666007,ODS,CRIB.crib.dbo,CRIB,tblB_HDKD,CRIB.crib.dbo.tblB_HDKD,CRIB.tblB_HDKD,DWH_VAS.TCB_DWH_VAS,VAS_TBL,R_TBL_CIC_BCTC,DWH_VAS.TCB_DWH_VAS.R_TBL_CIC_BCTC,VAS_TBL.R_TBL_CIC_BCTC,ODS,1666007
4509007,ODS,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_RE_ID_NHANSU_TCB,DWH_STG.DWH_STAGING.T_RE_ID_NHANSU_TCB,DWH_STAGING_LOGICAL.T_RE_ID_NHANSU_TCB,DWH.DWH,DWH_LOGICAL,RE_ID_NHANSU_TCB,DWH.DWH.RE_ID_NHANSU_TCB,DWH_LOGICAL.RE_ID_NHANSU_TCB,ODS,4509007
7409007,ODS,DWH_LINK.DWH,TCB_CMS_LOGICAL,DWH_TLIMITITEM,DWH_LINK.DWH.DWH_TLIMITITEM,TCB_CMS_LOGICAL.DWH_TLIMITITEM,DWH.DWH,TCB_CMS,CMS_TLIMITITEM_TSD,DWH.DWH.CMS_TLIMITITEM_TSD,TCB_CMS.CMS_TLIMITITEM_TSD,ODS,7409007
256181007,ODS,DWH.DWH_STAGING,DWH_STG,TMP_MPLUS_CATEGORIES,DWH.DWH_STAGING.TMP_MPLUS_CATEGORIES,DWH_STG.TMP_MPLUS_CATEGORIES,DWH.DWH,DWH_DWH,MPLUS_CATEGORIES,DWH.DWH.MPLUS_CATEGORIES,DWH_DWH.MPLUS_CATEGORIES,ODS,256181007
256576007,ODS,SUPPORT_CENTRER.supportcenter.dbo,SUPPORT_CENTRER,Customer_Salesrep,SUPPORT_CENTRER.supportcenter.dbo.Customer_Salesrep,SUPPORT_CENTRER.Customer_Salesrep,DWH.DWH,DWH_LOGICAL,SC_CUSTOMER_SALESREP,DWH.DWH.SC_CUSTOMER_SALESREP,DWH_LOGICAL.SC_CUSTOMER_SALESREP,ODS,256576007
2946002,OGG,T24_REP.T24REP,T24_REP,OGG_COMPANY_ODS,T24_REP.T24REP.OGG_COMPANY_ODS,T24_REP.OGG_COMPANY_ODS,BPM_SOR_REF.BPM_SOR_REF,BPM_SOR_REF,LN_AR,BPM_SOR_REF.BPM_SOR_REF.LN_AR,BPM_SOR_REF.LN_AR,OGG,2946002
3133002,OGG,DWH.DWH,DWH_DWH,CITAD_CODE_TCB,DWH.DWH.CITAD_CODE_TCB,DWH_DWH.CITAD_CODE_TCB,BPM_SOR_REF.BPM_SOR_REF,BPM_SOR_REF,CITAD_BANKLIST_TCB,BPM_SOR_REF.BPM_SOR_REF.CITAD_BANKLIST_TCB,BPM_SOR_REF.CITAD_BANKLIST_TCB,OGG,3133002
253909001,DWH,,ICT_SOR,IP_X_IP,.IP_X_IP,ICT_SOR.IP_X_IP,,ICT_STG,T_ACS_FCY_AR,.T_ACS_FCY_AR,ICT_STG.T_ACS_FCY_AR,DWH,253909001
252410001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AR_BHVR_ANL_FCT_MA,EDW_SOR.EDW_STG.T_AR_BHVR_ANL_FCT_MA,EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_SOR.EDW_DMT,EDW_DMT,AR_BHVR_ANL_FCT,EDW_SOR.EDW_DMT.AR_BHVR_ANL_FCT,EDW_DMT.AR_BHVR_ANL_FCT,DWH,252410001
256284001,DWH,EDW_SOR.EDW_STG,EDW_SOR_STG,T_KDR_FUTURESDEALS,EDW_SOR.EDW_STG.T_KDR_FUTURESDEALS,EDW_SOR_STG.T_KDR_FUTURESDEALS,EDW_SOR.EDW_SOR,EDW_SOR,FNC_MKT_TXN_FXSW,EDW_SOR.EDW_SOR.FNC_MKT_TXN_FXSW,EDW_SOR.FNC_MKT_TXN_FXSW,DWH,256284001
253307001,DWH,,ICT_STG,T_TBL_ICT_LD_TSD_F1F2,.T_TBL_ICT_LD_TSD_F1F2,ICT_STG.T_TBL_ICT_LD_TSD_F1F2,,ICT_VAS,TBL_ICT_LD_TSD,.TBL_ICT_LD_TSD,ICT_VAS.TBL_ICT_LD_TSD,DWH,253307001
251515001,DWH,EDW_SOR.DWH,EDW_DWH,KDR_POSITION,EDW_SOR.DWH.KDR_POSITION,EDW_DWH.KDR_POSITION,EDW_SOR.EDW_STG,EDW_SOR_STG,T_KDR_SECURITIES,EDW_SOR.EDW_STG.T_KDR_SECURITIES,EDW_SOR_STG.T_KDR_SECURITIES,DWH,251515001
253061001,DWH,EDW_SOR.DWH,EDW_DWH,KDR_ACCOUNTINGGROUP,EDW_SOR.DWH.KDR_ACCOUNTINGGROUP,EDW_DWH.KDR_ACCOUNTINGGROUP,EDW_SOR.EDW_SOR,EDW_SOR,CV,EDW_SOR.EDW_SOR.CV,EDW_SOR.CV,DWH,253061001
253940001,DWH,,ICT_STG,TMP_TBL_ICT_CST_RM,.TMP_TBL_ICT_CST_RM,ICT_STG.TMP_TBL_ICT_CST_RM,,ICT_VAS,TBL_ICT_IB_TSD,.TBL_ICT_IB_TSD,ICT_VAS.TBL_ICT_IB_TSD,DWH,253940001
919001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,CV,EDW_SOR.EDW_SOR.CV,EDW_SOR.CV,EDW_SOR.EDW_STG,EDW_SOR_STG,T_DMT_AR_RATE,EDW_SOR.EDW_STG.T_DMT_AR_RATE,EDW_SOR_STG.T_DMT_AR_RATE,DWH,919001
251514001,DWH,EDW_SOR.DWH,EDW_DWH,KDR_TCB_CPTY_T24CUST,EDW_SOR.DWH.KDR_TCB_CPTY_T24CUST,EDW_DWH.KDR_TCB_CPTY_T24CUST,EDW_SOR.EDW_STG,EDW_SOR_STG,T_KDR_TRANS_PAPER,EDW_SOR.EDW_STG.T_KDR_TRANS_PAPER,EDW_SOR_STG.T_KDR_TRANS_PAPER,DWH,251514001
256451001,DWH,EDW_SOR.DWH,EDW_DWH,KDR_BONDSDEALS,EDW_SOR.DWH.KDR_BONDSDEALS,EDW_DWH.KDR_BONDSDEALS,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TRD_CMPT,EDW_SOR.EDW_STG.T_TRD_CMPT,EDW_SOR_STG.T_TRD_CMPT,DWH,256451001
251507001,DWH,EDW_SOR.DWH,EDW_DWH,KDR_CPTYDEFT,EDW_SOR.DWH.KDR_CPTYDEFT,EDW_DWH.KDR_CPTYDEFT,EDW_SOR.EDW_STG,EDW_SOR_STG,T_KDR_TRANS_BOND,EDW_SOR.EDW_STG.T_KDR_TRANS_BOND,EDW_SOR_STG.T_KDR_TRANS_BOND,DWH,251507001
251992001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,AR_AVY_SHD_ITM,EDW_SOR.EDW_SOR.AR_AVY_SHD_ITM,EDW_SOR.AR_AVY_SHD_ITM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AR_AVY_SMY_LAST,EDW_SOR.EDW_STG.T_AR_AVY_SMY_LAST,EDW_SOR_STG.T_AR_AVY_SMY_LAST,DWH,251992001
254032001,DWH,EDW_SOR.EDW_SOR,EDW_SOR,AR,EDW_SOR.EDW_SOR.AR,EDW_SOR.AR,EDW_SOR.EDW_STG,EDW_SOR_STG,T_AU_SMY_CCB,EDW_SOR.EDW_STG.T_AU_SMY_CCB,EDW_SOR_STG.T_AU_SMY_CCB,DWH,254032001
257286001,DWH,EDW_SOR.DWH,EDW_DWH,ECO_SCTR_ECO,EDW_SOR.DWH.ECO_SCTR_ECO,EDW_DWH.ECO_SCTR_ECO,EDW_SOR.EDW_STG,EDW_SOR_STG,T_CUS,EDW_SOR.EDW_STG.T_CUS,EDW_SOR_STG.T_CUS,DWH,257286001
255377001,DWH,EDW_SOR.EDW_ADM,EDW_ADM,TBL_PFS_BUDGET_RBD,EDW_SOR.EDW_ADM.TBL_PFS_BUDGET_RBD,EDW_ADM.TBL_PFS_BUDGET_RBD,EDW_SOR.EDW_DMT,EDW_DMT,PFS_LN_BDG_FCT_MTLY,EDW_SOR.EDW_DMT.PFS_LN_BDG_FCT_MTLY,EDW_DMT.PFS_LN_BDG_FCT_MTLY,DWH,255377001
255689001,DWH,EDW_SOR.EDW_DMT,EDW_DMT,CDR_DT_DIM,EDW_SOR.EDW_DMT.CDR_DT_DIM,EDW_DMT.CDR_DT_DIM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_TBL_RBD_CASA_DLY,EDW_SOR.EDW_STG.T_TBL_RBD_CASA_DLY,EDW_SOR_STG.T_TBL_RBD_CASA_DLY,DWH,255689001
253990001,DWH,EDW_SOR.EDW_DMT,EDW_DMT,CST_DIM,EDW_SOR.EDW_DMT.CST_DIM,EDW_DMT.CST_DIM,EDW_SOR.EDW_STG,EDW_SOR_STG,T_DMT_PFT_ANL_FCT_CCB,EDW_SOR.EDW_STG.T_DMT_PFT_ANL_FCT_CCB,EDW_SOR_STG.T_DMT_PFT_ANL_FCT_CCB,DWH,253990001
255921001,DWH,EDW_SOR.DWH_STAGING,EDW_DWH_STG,I$_LD_LOANS_AND_DEPOSITS,EDW_SOR.DWH_STAGING.I$_LD_LOANS_AND_DEPOSITS,EDW_DWH_STG.I$_LD_LOANS_AND_DEPOSITS,EDW_SOR.EDW_STG,EDW_SOR_STG,T_LD_PD,EDW_SOR.EDW_STG.T_LD_PD,EDW_SOR_STG.T_LD_PD,DWH,255921001
254059001,DWH,EDW_SOR.DWH,EDW_DWH,LD_LOANS_AND_DEPOSITS,EDW_SOR.DWH.LD_LOANS_AND_DEPOSITS,EDW_DWH.LD_LOANS_AND_DEPOSITS,EDW_SOR.EDW_SOR,EDW_SOR,AR_AVY_SHD_ITM,EDW_SOR.EDW_SOR.AR_AVY_SHD_ITM,EDW_SOR.AR_AVY_SHD_ITM,DWH,254059001
1489002,ODS,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_RELATED_INFO_CUS_TCB,DWH_STG.DWH_STAGING.T_RELATED_INFO_CUS_TCB,DWH_STAGING_LOGICAL.T_RELATED_INFO_CUS_TCB,DWH.DWH,DWH_LOGICAL,RELATED_INFO_CUS_TCB,DWH.DWH.RELATED_INFO_CUS_TCB,DWH_LOGICAL.RELATED_INFO_CUS_TCB,ODS,1489002
4377007,ODS,DWH.DWH,DWH_LOGICAL,V_T24ACCOUNT_CARD_TCB,DWH.DWH.V_T24ACCOUNT_CARD_TCB,DWH_LOGICAL.V_T24ACCOUNT_CARD_TCB,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_ACCOUNT_CARD_TCB,DWH_STG.DWH_STAGING.T_ACCOUNT_CARD_TCB,DWH_STAGING_LOGICAL.T_ACCOUNT_CARD_TCB,ODS,4377007
3853007,ODS,CLIMS.TBCMS,CLIMS,CMS_DOCUMENT_MASTERLIST,CLIMS.TBCMS.CMS_DOCUMENT_MASTERLIST,CLIMS.CMS_DOCUMENT_MASTERLIST,DWH.DWH,DWH_DWH,CLIMS_CMS_DOCUMENT_MASTERLIST,DWH.DWH.CLIMS_CMS_DOCUMENT_MASTERLIST,DWH_DWH.CLIMS_CMS_DOCUMENT_MASTERLIST,ODS,3853007
3587007,ODS,MBB.MOBR5,MBB,MOB_FEE_TYPES,MBB.MOBR5.MOB_FEE_TYPES,MBB.MOB_FEE_TYPES,DWH.DWH,DWH_DWH,MBB_FEE_TYPES,DWH.DWH.MBB_FEE_TYPES,DWH_DWH.MBB_FEE_TYPES,ODS,3587007
3601007,ODS,MBB.MOBR5,MBB,MOB_INV_TXNS,MBB.MOBR5.MOB_INV_TXNS,MBB.MOB_INV_TXNS,DWH.DWH,DWH_DWH,MBB_INV_TXNS,DWH.DWH.MBB_INV_TXNS,DWH_DWH.MBB_INV_TXNS,ODS,3601007
4239007,ODS,KONDOR.Kustom.dbo,KONDOR_KUSTOM,TCB_EODBatchHistory,KONDOR.Kustom.dbo.TCB_EODBatchHistory,KONDOR_KUSTOM.TCB_EODBatchHistory,DWH.DWH,DWH_DWH,KDR_TCB_EODBATCHHISTORY,DWH.DWH.KDR_TCB_EODBATCHHISTORY,DWH_DWH.KDR_TCB_EODBATCHHISTORY,ODS,4239007
1646007,ODS,DWH_VAS.TCB_DWH_VAS,VAS_TBL,C_TBL_DEBTMNG_STHU_TD,DWH_VAS.TCB_DWH_VAS.C_TBL_DEBTMNG_STHU_TD,VAS_TBL.C_TBL_DEBTMNG_STHU_TD,DEBT.Database.Owner,DEBT,Temp_ButtoanTTD,DEBT.Database.Owner.Temp_ButtoanTTD,DEBT.Temp_ButtoanTTD,ODS,1646007
254852007,ODS,ICS.ICS_OPS,ICS_LOGICAL,TBL_ICS_LS_QUAN_HE_TIN_DUNG,ICS.ICS_OPS.TBL_ICS_LS_QUAN_HE_TIN_DUNG,ICS_LOGICAL.TBL_ICS_LS_QUAN_HE_TIN_DUNG,DWH.DWH,DWH_DWH,TBL_ICS_LS_QHTD,DWH.DWH.TBL_ICS_LS_QHTD,DWH_DWH.TBL_ICS_LS_QHTD,ODS,254852007
4320007,ODS,DWH.DWH,DWH_LOGICAL,V_T24EB_ECM_XEPHANG,DWH.DWH.V_T24EB_ECM_XEPHANG,DWH_LOGICAL.V_T24EB_ECM_XEPHANG,DWH_STG.DWH_STAGING,DWH_STAGING_LOGICAL,T_EB_ECM_XEPHANG,DWH_STG.DWH_STAGING.T_EB_ECM_XEPHANG,DWH_STAGING_LOGICAL.T_EB_ECM_XEPHANG,ODS,4320007
255836007,ODS,GSM.GSMWeb.dbo,GSM,app_AttendeeType,GSM.GSMWeb.dbo.app_AttendeeType,GSM.app_AttendeeType,DWH.DWH,DWH_LOGICAL,GSM_APP_ATTENDEETYPE,DWH.DWH.GSM_APP_ATTENDEETYPE,DWH_LOGICAL.GSM_APP_ATTENDEETYPE,ODS,255836007
255973007,ODS,KONDOR.Kustom.dbo,KONDOR_KUSTOM,KT_KSVSpotCur1Acc,KONDOR.Kustom.dbo.KT_KSVSpotCur1Acc,KONDOR_KUSTOM.KT_KSVSpotCur1Acc,DWH.DWH,DWH_DWH,KDR_KT_KSVSPOTCUR1ACC,DWH.DWH.KDR_KT_KSVSPOTCUR1ACC,DWH_DWH.KDR_KT_KSVSPOTCUR1ACC,ODS,255973007
1364002,OGG,T24_REP.T24REP,T24_REP,V_T24FBNK_PERI009,T24_REP.T24REP.V_T24FBNK_PERI009,T24_REP.V_T24FBNK_PERI009,TCBS_APP.TCBSPFS.dbo,TCBS_APP,PERIODIC_INTEREST_TCB,TCBS_APP.TCBSPFS.dbo.PERIODIC_INTEREST_TCB,TCBS_APP.PERIODIC_INTEREST_TCB,OGG,1364002
3295002,OGG,EDW_SOR.EDW_ADM,EDW_ADM,TBL_BPM_BRN_RMT,EDW_SOR.EDW_ADM.TBL_BPM_BRN_RMT,EDW_ADM.TBL_BPM_BRN_RMT,BPM_SOR_REF.BPM_SOR_REF,BPM_SOR_REF,MA_BRN_REMITTANCE,BPM_SOR_REF.BPM_SOR_REF.MA_BRN_REMITTANCE,BPM_SOR_REF.MA_BRN_REMITTANCE,OGG,3295002
3487002,OGG,DWH.DWH,DWH_DWH,COM_TCB_TSD,DWH.DWH.COM_TCB_TSD,DWH_DWH.COM_TCB_TSD,BPM_SOR_REF.BPM_SOR_REF,BPM_SOR_REF,BRN_T24,BPM_SOR_REF.BPM_SOR_REF.BRN_T24,BPM_SOR_REF.BRN_T24,OGG,3487002
257019001,DWH,EDW_SOR.DWH,EDW_DWH,MM_MONEY_MARKET_TSD,EDW_SOR.DWH.MM_MONEY_MARKET_TSD,EDW_DWH.MM_MONEY_MARKET_TSD,EDW_SOR.EDW_DMT,EDW_DMT,R_TBL_CU_0022_PL4,EDW_SOR.EDW_DMT.R_TBL_CU_0022_PL4,EDW_DMT.R_TBL_CU_0022_PL4,DWH,257019001
253955001,DWH,,ICT_STG,TMP_TBL_ICT_DP_BAOLOC,.TMP_TBL_ICT_DP_BAOLOC,ICT_STG.TMP_TBL_ICT_DP_BAOLOC,,ICT_VAS,TBL_ICT_DP_TSD,.TBL_ICT_DP_TSD,ICT_VAS.TBL_ICT_DP_TSD,DWH,253955001
252394001,DWH,EDW_SOR.DWH,EDW_DWH,LOS_VERIFICATION,EDW_SOR.DWH.LOS_VERIFICATION,EDW_DWH.LOS_VERIFICATION,EDW_SOR.EDW_SOR,EDW_SOR,AR_LOS,EDW_SOR.EDW_SOR.AR_LOS,EDW_SOR.AR_LOS,DWH,252394001
251054001,DWH,EDW_SOR.EDW_SOR,TT31_SRC_SOR,AR,EDW_SOR.EDW_SOR.AR,TT31_SRC_SOR.AR,DWH.TCB_DWH_VAS,TT31_STG,R_TT31_MD_TRADE_TXN_INFO,DWH.TCB_DWH_VAS.R_TT31_MD_TRADE_TXN_INFO,TT31_STG.R_TT31_MD_TRADE_TXN_INFO,DWH,251054001
3877001,DWH,EDW_SOR.EDW_SOR,TT31_SRC_SOR,AR,EDW_SOR.EDW_SOR.AR,TT31_SRC_SOR.AR,DWH.TCB_DWH_VAS,TT31_STG,R_TT31_MD_LIMIT_INFO,DWH.TCB_DWH_VAS.R_TT31_MD_LIMIT_INFO,TT31_STG.R_TT31_MD_LIMIT_INFO,DWH,3877001
251080001,DWH,EDW_SOR.DWH_STAGING,TT31_SRC_DWH_STAGING,TMP_TT31_MD_CUST_INFO,EDW_SOR.DWH_STAGING.TMP_TT31_MD_CUST_INFO,TT31_SRC_DWH_STAGING.TMP_TT31_MD_CUST_INFO,DWH.TCB_DWH_VAS,TT31_STG,R_TT31_MD_CUST_INFO,DWH.TCB_DWH_VAS.R_TT31_MD_CUST_INFO,TT31_STG.R_TT31_MD_CUST_INFO,DWH,251080001
255030001,DWH,RISK_REPORT.DynamicReport.dbo,RISK_DYNAMIC_REPORT,Map_Loai_No_CIC,RISK_REPORT.DynamicReport.dbo.Map_Loai_No_CIC,RISK_DYNAMIC_REPORT.Map_Loai_No_CIC,EDW_SOR.EDW_DMT,EDW_DMT,R_TBL_IFRS9_CIC_RATE,EDW_SOR.EDW_DMT.R_TBL_IFRS9_CIC_RATE,EDW_DMT.R_TBL_IFRS9_CIC_RATE,DWH,255030001
