target,source,ID
EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DWH.LOS_APPLICATION2,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DWH.LOS_APPLICATION,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_CMS_CARD,EDW_DWH_STG.I$_CMS_CARD_TSD,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_TL_ID,EDW_DWH_STG.I$_TELLER_ID,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_TL_ID,EDW_DWH.USERTBL,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_EX_USER,EDW_DWH_STG.I$_EB_EXTERNAL_USER,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_CREDITLIMIT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_RKNET_CPTY,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_TCB_CPTY_T24CUST,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_CPTYDEFT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_RKNET_INSTRUMENT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_RKNET_CURRENCY,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_CREDITLIMITMASTER,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_RKNET_FOLDER,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LMT,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LMT,EDW_DWH_STG.T_LIMIT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LMT,EDW_DWH_STG.I$_LIMIT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_CCB,EDW_DWH.CMS_COLLECTIONCENTRALBANK,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_CCB,EDW_DWH.INFO_CARD,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.I$_LD_LOANS_AND_DEPOSITS,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.T_LD_LOANS_AND_DEPOSITS,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.T_PD_PAYMENT_DUE,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.T_PURPOSE_TCB,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.I$_PD_PAYMENT_DUE,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.T_LMM_ACCOUNT_BALANCES,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LC,EDW_DWH_STG.I$_LETTER_OF_CREDIT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LC,EDW_DWH_STG.T_SA_SCORE_TXN,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LC,EDW_DWH_STG.T_LC_TYPES,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_LC,EDW_DWH_STG.T_EB_ECM_XEPHANG,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_ICRD,EDW_DWH_STG.T_CARD_TYPE,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_ICRD,EDW_DWH.CMS_CARD,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_ICRD,EDW_DWH_STG.I$_INFO_CARD,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_ICRD,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.I$_AZ_ACCOUNT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.I$_ACCOUNT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH.PACKAGE_ACCCOUNT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH.ACCT_CAPITALISATION,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.T_AZ_ACCOUNT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH.INFO_CARD,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.T_ACCOUNT_CLOSED,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.T_LIMIT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH.CMS_CARD,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.T_TKBH_AC_CLOSED_TCB,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH.GROUP_CAPITALISATION,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_MM,EDW_DWH_STG.I$_MM_MONEY_MARKET,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_MM,EDW_DWH.PURPOSE_TCB,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AZ_AC,EDW_DWH_STG.I$_AZ_ACCOUNT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AZ_AC,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AZ_AC,EDW_DWH_STG.T_ACCOUNT_CLOSED,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AZ_AC,EDW_DWH.ACCT_CAPITALISATION,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AZ_AC,EDW_DWH.GROUP_CAPITALISATION,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_MD,EDW_DWH_STG.T_MD_DEAL,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_MD,EDW_DWH_STG.T_RATE493_TCB,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_MD,EDW_DWH_STG.I$_MD_DEAL,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_MD,EDW_DWH_STG.I$_PD_PAYMENT_DUE,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_MD,EDW_DWH_STG.T_PD_PAYMENT_DUE,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_CMS_CONTRACT,EDW_DWH_STG.I$_CMS_CONTRACT5,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_ACI_EXCEPTION_AR,EDW_ADM.ACI_EXCEPTION_AR,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_ACCT_SMY,EDW_DWH.KDR_CPTY,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_ACCT_SMY,EDW_DWH.KDR_TCB_HIERARCHY,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_ACCT_SMY,EDW_DWH.KDR_KT_KONDOR2T24ACM,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_PD,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_PD,EDW_DWH_STG.I$_PD_PAYMENT_DUE,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_PD,EDW_DWH_STG.T_LIMIT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_PD,EDW_DWH_STG.T_PURPOSE_TCB,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AR,EDW_SOR.IP,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AR,EDW_SOR.OU,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AR,EDW_SOR.PD,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AR,EDW_SOR.AR,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_AR,EDW_SOR.CV,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_ACCT_CLS,EDW_DWH_STG.I$_ACCOUNT_CLOSED,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_SWAPDEALS,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_TCB_CPTY_T24CUST,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_CPTYDEFT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_USERS,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_CURRENCIES,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_SWAPDEALSHISTT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_TCB_REPODEAL,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_REPODEALS,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_BODEALFOKEY,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_REPOSECUSCHED,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_LOANSDEPOSITDEALS,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_SWAPLEG,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_TYPEOFINSTR,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_LO_DEPODEALSHISTT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_REPODEALSHISTT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DWH.KDR_CURRENCIES,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DWH.KDR_IAMDEALS,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DWH.KDR_BODEALFOKEY,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DWH.KDR_USERS,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DWH.KDR_TCB_CPTY_T24CUST,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_CLTR,EDW_DWH.COLLATERAL,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_CLTR,EDW_DWH_STG.I$_COLLATERAL_RIGHT,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_CPTY_T24_CUST_FOLDER,EDW_DWH.KDR_CPTY,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_CPTY_T24_CUST_FOLDER,EDW_DWH.KDR_TCB_CPTY_T24CUST,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_RM_SALE,EDW_ADM.RM_SALE,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_CPTY,EDW_DWH.KDR_CPTY,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_KDR_CPTY,EDW_DWH.KDR_FOLDERS,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_USRTBL_UP,EDW_DWH_STG.I$_USERTBL,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_DMT.ECO_SCTR_DIM,EDW_SOR_STG.T_ECO_SCTR_HIER,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR.PD,EDW_DWH_STG.I$_PRODUCT_TCB,EDW_DMT.PFS_BOND_AR_FCT_MTLY
EDW_SOR_STG.T_ECO_SCTR_HIER,EDW_ADM.TBL_ECO_SCTR_HIER,EDW_DMT.PFS_BOND_AR_FCT_MTLY
TCB_CMS.CMS_TRANSACTION,TCB_CMS_LOGICAL.TRANSACTION,TCB_CMS.CMS_TRANSACTION
DWH_LOGICAL.INFO_CARD,DWH_STG.I$_INFO_CARD_IU,DWH_LOGICAL.INFO_CARD
DWH_LOGICAL.INFO_CARD,DWH_STAGING_LOGICAL.T_INFO_CARD,DWH_LOGICAL.INFO_CARD
DWH_LOGICAL.INFO_CARD,DWH_STAGING_LOGICAL.T_INFO_CARD,DWH_LOGICAL.INFO_CARD
DWH_STG.I$_INFO_CARD_IU,ODS_SRC_T24REP.J$_INFO_CARD_ODS,DWH_LOGICAL.INFO_CARD
DWH_STAGING_LOGICAL.T_INFO_CARD,DWH_LOGICAL.V_T24INFO_CARD,DWH_LOGICAL.INFO_CARD
EDW_DMT.PFS_AR_FCT_DLY,EDW_SOR_STG.T_TD_AR_DLY_PRE,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.PFS_AR_FCT_DLY,EDW_SOR_STG.T_TBL_LD_AR_FCT_DLY,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.PFS_AR_FCT_DLY,EDW_SOR_STG.T_TBL_PFS_LN_CST_LYR,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.PFS_AR_FCT_DLY,EDW_SOR_STG.T_TBL_CASA_T24,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.PFS_AR_FCT_DLY,EDW_SOR_STG.T_TBL_PFS_MAP_RL,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.PFS_AR_FCT_DLY,EDW_SOR_STG.T_TBL_PFS_MAP_RL,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TD_AR_DLY_PRE,EDW_DMT.CST_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_LD_AR_FCT_DLY,EDW_DMT.PFS_STATUS_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_PFS_LN_CST_LYR,EDW_DMT.CST_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_PFS_LN_CST_LYR,EDW_DMT.PFS_AR_FCT_DLY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_PFS_LN_CST_LYR,EDW_DMT.PFS_PD_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_PFS_LN_CST_LYR,EDW_DMT.AR_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_CASA_T24,EDW_SOR.AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_CASA_T24,EDW_DMT.LOB_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_CASA_T24,EDW_DMT.AR_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_CASA_T24,EDW_DMT.AR_BHVR_ANL_FCT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_CASA_T24,EDW_DMT.SRO_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_CASA_T24,EDW_DMT.PFS_SALES_PERSON_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_CASA_T24,EDW_DMT.OU_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_CASA_T24,EDW_DMT.PFS_PD_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_CASA_T24,EDW_DMT.CST_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_CASA_T24,EDW_DMT.PD_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CST_DIM,EDW_SOR_STG.T_DMT_CST_LMT,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CST_DIM,EDW_SOR_STG.T_DMT_CST_MKG_SEG,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CST_DIM,EDW_SOR.CTY,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CST_DIM,EDW_SOR_STG.T_DMT_CST_ANL,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CST_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.PFS_STATUS_DIM,EDW_SOR_STG.T_TBL_PFS_STT_RAW,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.PFS_PD_DIM,EDW_SOR_STG.T_TBL_PFS_PD_RAW,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_DIM,EDW_SOR.PD,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_DIM,EDW_SOR.AR_X_PD,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_DIM,EDW_SOR_STG.T_DMT_AR_2,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_DIM,EDW_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_DIM,EDW_SOR.AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_DIM,EDW_SOR.AR_X_RATE,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_DIM,EDW_SOR_STG.T_AR_X_PD,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_DIM,EDW_SOR.ALCT_CNTR,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_DIM,EDW_SOR.AR_X_IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_LD_PD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_LC,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_ICRD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_LMT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.MBB_CUSTOMERS_IDEN,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_KDR_LIMIT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.ECM_LC_TRANS_DETAILS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_AC_AZ,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_MM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_AZ_AC,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_MD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.CMS_CONTRACT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.ECM_LIST_PROCESS_RESULT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.ECM_LC_TRANSACTIONS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_CMS_CONTRACT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_ACI_EXCEPTION_AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.CMS_CONTRACTTYPEPARAMETERS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_KDR_ACCT_SMY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_CMS_CARD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_PD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.CMS_CONTRACTPARAMETERS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_ACCT_CLS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_KDR_SETTLEMENTLIMIT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.KDR_REPODEALS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_CCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.CMS_CARDCNS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.CMS_CONTRACTSTATEHISTORY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH.CMS_UP_1_CONTRACT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_SOR_STG.T_CLTR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR,EDW_DWH_STG.I$_MBB_CUSTOMERS_IDEN_TSD,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.LOB_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER_1,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,TT31_SRC_SOR.AR_X_CL,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,TT31_SRC_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,EDW_SOR_STG.T$_AR_BHVR_ANL_FCT_LMT1,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,EDW_SOR_STG.T_AR_BHVR_ANL_FCT_LMT,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,TT31_SRC_SOR.ACS_FCY_AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,EDW_SOR_STG.T_AR_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,TT31_SRC_SOR.AU,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,TT31_SRC_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,TT31_SRC_SOR.AU_BAL,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_BHVR_ANL_FCT,TT31_SRC_SOR.AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.SRO_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.PFS_SALES_PERSON_DIM,EDW_SOR_STG.T_PFS_SALES_PERSON,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.OU_DIM,EDW_SOR.OU,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.OU_DIM,EDW_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.OU_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.PD_DIM,EDW_SOR_STG.T_PD_SCD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_LMT,EDW_SOR.CR_FCY_AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_LMT,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_LMT,EDW_SOR.AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_MKG_SEG,EDW_SOR.IP_X_GRP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_MKG_SEG,EDW_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CTY,EDW_DWH.CURRENCY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CTY,EDW_DWH.CMS_DIC_COUNTRY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_ANL,EDW_SOR.IP_X_IP,EDW_DMT.PFS_AR_FCT_DLY
