target,source,ID
EDW_SOR_STG.T_DMT_CST_ANL,EDW_SOR.OU_GEO,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_ANL,EDW_SOR.ORG,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_ANL,EDW_SOR.IDV,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_ANL,EDW_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_ANL,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_ANL,EDW_SOR.CST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_ANL,EDW_SOR.OU,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_CST_ANL,EDW_SOR.IP_X_GRP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.T_CUSTOMER_STATUS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.CMS_DIC_RESPCODE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.LD_TTNPP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_INDUSTRY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.INDUSTRY_GSO_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_PORTFOLIOS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_LC_PRODUCT_TYPES_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.CMS_REFERENCEENTRY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_DANGKY_CV_TYPE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_SOR_STG.T_CMS_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_CHARTOFACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.ECM_LIST_ATM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.T_RE_TXN_CODE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.T_TRANSACTION_CODE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_FOLDERS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.CMS_REFERENCECRD_STAT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.CMS_REFERENCECARDSIGN,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_FLOATINGRATES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.CMS_CONTRACTSTATEREFERENCE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_ACCOUNTINGGROUP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_LOAICP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_KDBCHOICESVALUES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_CT_CERTIFICATE_TYPE_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.T_GD_POLICY_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_RE_INDUSTRY_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_SECTOR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.CMS_DIC_TRANCODE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_CARD_TYPE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.LOS_DYNAMICCOMBO,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_CUSTOMER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.CMS_CONTRACTTYPE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_KDBCHOICES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_KDBFIELDST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_RKNET_INSTRUMENT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_CO_LOAITSDB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_CO_PTQLTSDB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_LIMIT_REFERENCE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_CO_LOAITSDB_DETAIL,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.CMS_DIC_TRANREASON,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_LC_TYPES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_BRANCHES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_TYPEOFINSTR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.T_LD_PROGRAM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_TRANGTHAI,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_FUTURES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_MARKETST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_FT_TXN_TYPE_CONDITION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_COLLATERAL_CODE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_SOR_STG.T_CMS_DIC_RESPCODE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_CPTYDEFT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_PHONGTOA_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_CT_CATEGORY_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.EB_LOANS_PURPOSE_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.TD_KVRRTYPE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH.KDR_PAYMENTCLASS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_CT_TRANSFER_CODE_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_PURPOSE_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_CATEGORY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_RELATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.T_GROUP_ACC_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CV,EDW_DWH_STG.I$_FT_COMMISSION_TYPE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_PFS_STT_RAW,EDW_ADM.TBL_PFS_STT_RAW,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TBL_PFS_PD_RAW,EDW_ADM.TBL_PFS_PD_RAW,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.PD,EDW_DWH_STG.I$_PRODUCT_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_MD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_MM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_LD_PD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_AZ_AC,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_PD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_ICRD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_LMT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_LC,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_AC_AZ,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_PD,EDW_SOR_STG.T_CLTR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_AR_2,EDW_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_AR_2,EDW_SOR.AR_X_AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_AR_2,EDW_SOR.EMPE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_AR_2,EDW_SOR.AR_X_RATE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_AR_2,EDW_SOR.AR_X_IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_AR_2,EDW_SOR.INT_RATE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_AR_2,EDW_SOR.CR_FCY_AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DMT_AR_2,EDW_SOR.AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.T_CUS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH_STG.I$_DEALER_DESK,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.KDR_CLEARINGMODES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.T_CMS_IDENTITY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.T_CMS_CARD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.LOS_USERS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.CMS_IDENTITY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH_STG.I$_CO_DVBAOVE_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.T_DEP_DAO,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.KDR_USERS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.KDR_BRANCHES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.T_TL_ID,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.T_EX_USER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.T_CMS_CLIENTPERSONE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH_STG.I$_LD_INVESTOR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.KDR_THIRDPARTY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH_STG.I$_COMPANY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.RE_ID_NHANSU_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.KDR_CPTY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH_STG.I$_USERTBL,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.CUSTOMER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH_STG.I$_CMS_CLERK,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.T_COM_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH_STG.I$_CO_DVBAOHIEM_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.LOS_HISTORIC,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH_STG.I$_COPHIEU,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH.KDR_BROKERS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_DWH_STG.I$_CONGTYDINHGIA_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.TMP_LOS_MAINAPP_IP2,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP,EDW_SOR_STG.TMP_LOS_MAINAPP_IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_DWH.AZ_PRODUCT_PARAMETER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_LMT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_DWH.CMS_CONTRACTINTEREST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_MM_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_CMS_CONTRACTPARAMETERS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_AR_RATE_RSLT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_AZ_AC,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_LD_PD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_DWH_STG.I$_AZ_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_MM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_AZ_ACCOUNT_EB_PARAM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_DWH_STG.I$_CMS_CONTRACTINTEREST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_AC_GRP_CR_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_AC_CR_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_PD_PD_UP_RATE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_KDR_DEALS_SCHEDULES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_EB_PARAMETER_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_AC_DR_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_RATE,EDW_SOR_STG.T_AC_GRP_DR_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_X_PD,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_X_PD,EDW_SOR.AR_X_PD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.ALCT_CNTR,EDW_SOR_STG.T_DEP_DAO,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_DWH.MBB_CUSTOMERS_IDEN,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_CHANGE_SKT_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_DWH.ECM_LC_TRANSACTIONS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_AZ_AC_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_AC_AZ_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_CLTR_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_ICRD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_LD_PD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_MD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_LD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_LC_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_CMS_CARD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_DWH.LD_LOANS_AND_DEPOSITS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_LMT_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_MM_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_DWH_STG.I$_MBB_CUSTOMERS_IDEN_TSD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_COMPANY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_SOR_STG.T_PD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_IP,EDW_DWH.MM_MONEY_MARKET_TSD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.I$_LD_LOANS_AND_DEPOSITS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.T_LD_LOANS_AND_DEPOSITS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.T_PD_PAYMENT_DUE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.T_PURPOSE_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.I$_PD_PAYMENT_DUE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LD_PD,EDW_DWH_STG.T_LMM_ACCOUNT_BALANCES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DWH.LOS_MAINAPPLICANT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DWH.LOS_APPLICATION2,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DWH.LOS_APPLICATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LC,EDW_DWH_STG.I$_LETTER_OF_CREDIT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LC,EDW_DWH_STG.T_SA_SCORE_TXN,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LC,EDW_DWH_STG.T_LC_TYPES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LC,EDW_DWH_STG.T_EB_ECM_XEPHANG,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_ICRD,EDW_DWH_STG.T_CARD_TYPE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_ICRD,EDW_DWH.CMS_CARD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_ICRD,EDW_DWH_STG.I$_INFO_CARD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_ICRD,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LMT,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LMT,EDW_DWH_STG.T_LIMIT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LMT,EDW_DWH_STG.I$_LIMIT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_CREDITLIMIT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_RKNET_CPTY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_TCB_CPTY_T24CUST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_CPTYDEFT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_RKNET_INSTRUMENT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_RKNET_CURRENCY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_CREDITLIMITMASTER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_LIMIT,EDW_DWH.KDR_RKNET_FOLDER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.I$_AZ_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.I$_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH.PACKAGE_ACCCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH.ACCT_CAPITALISATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.T_AZ_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH.INFO_CARD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.T_ACCOUNT_CLOSED,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.T_LIMIT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH.CMS_CARD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH_STG.T_TKBH_AC_CLOSED_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_AZ,EDW_DWH.GROUP_CAPITALISATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_MM,EDW_DWH_STG.I$_MM_MONEY_MARKET,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_MM,EDW_DWH.PURPOSE_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AZ_AC,EDW_DWH_STG.I$_AZ_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AZ_AC,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AZ_AC,EDW_DWH_STG.T_ACCOUNT_CLOSED,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AZ_AC,EDW_DWH.ACCT_CAPITALISATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AZ_AC,EDW_DWH.GROUP_CAPITALISATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_MD,EDW_DWH_STG.T_MD_DEAL,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_MD,EDW_DWH_STG.T_RATE493_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_MD,EDW_DWH_STG.I$_MD_DEAL,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_MD,EDW_DWH_STG.I$_PD_PAYMENT_DUE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_MD,EDW_DWH_STG.T_PD_PAYMENT_DUE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CMS_CONTRACT,EDW_DWH_STG.I$_CMS_CONTRACT5,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_ACI_EXCEPTION_AR,EDW_ADM.ACI_EXCEPTION_AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_ACCT_SMY,EDW_DWH.KDR_CPTY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_ACCT_SMY,EDW_DWH.KDR_TCB_HIERARCHY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_ACCT_SMY,EDW_DWH.KDR_KT_KONDOR2T24ACM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CMS_CARD,EDW_DWH_STG.I$_CMS_CARD_TSD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_PD,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_PD,EDW_DWH_STG.I$_PD_PAYMENT_DUE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_PD,EDW_DWH_STG.T_LIMIT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_PD,EDW_DWH_STG.T_PURPOSE_TCB,EDW_DMT.PFS_AR_FCT_DLY
