src_tab,ID
EDW_DWH_STG.I$_CO_PTQLTSDB,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_LIMIT_REFERENCE,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_CO_LOAITSDB_DETAIL,EDW_DMT.OU_DIM
EDW_DWH.CMS_DIC_TRANREASON,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_LC_TYPES,EDW_DMT.OU_DIM
EDW_DWH.KDR_TYPEOFINSTR,EDW_DMT.OU_DIM
EDW_DWH_STG.T_LD_PROGRAM,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_TRANGTHAI,EDW_DMT.OU_DIM
EDW_DWH.KDR_FUTURES,EDW_DMT.OU_DIM
EDW_DWH.KDR_MARKETST,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_FT_TXN_TYPE_CONDITION,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_COLLATERAL_CODE,EDW_DMT.OU_DIM
EDW_SOR_STG.T_CMS_DIC_RESPCODE,EDW_DMT.OU_DIM
EDW_DWH.KDR_CPTYDEFT,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_PHONGTOA_TCB,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_CT_CATEGORY_TCB,EDW_DMT.OU_DIM
EDW_DWH.EB_LOANS_PURPOSE_TCB,EDW_DMT.OU_DIM
EDW_DWH.TD_KVRRTYPE,EDW_DMT.OU_DIM
EDW_DWH.KDR_PAYMENTCLASS,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_CT_TRANSFER_CODE_TCB,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_PURPOSE_TCB,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_CATEGORY,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_RELATION,EDW_DMT.OU_DIM
EDW_DWH_STG.T_GROUP_ACC_TCB,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_FT_COMMISSION_TYPE,EDW_DMT.OU_DIM
EDW_DWH_STG.T_COMPANY,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_DEPT_ACCT_OFFICER,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_DEPARTMENT_TCB,EDW_DMT.OU_DIM
EDW_DWH.BF_CUS_INFO,EDW_DMT.OU_DIM
EDW_DWH.BF_DB_CUSTOMER_ECO,EDW_DMT.OU_DIM
EDW_DWH.SECTOR,EDW_DMT.OU_DIM
EDW_DWH_STG.T_CUSTOMER,EDW_DMT.OU_DIM
EDW_DWH.ECO_SCTR_ECO,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_CUS_ASSET_CLASS_TCB,EDW_DMT.OU_DIM
EDW_DWH.LOS_MAINAPPLICANT,EDW_DMT.OU_DIM
EDW_DWH.LOS_APPLICATION2,EDW_DMT.OU_DIM
EDW_DWH.LOS_APPLICATION,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_CMS_CARD_TSD,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_TELLER_ID,EDW_DMT.OU_DIM
EDW_DWH.USERTBL,EDW_DMT.OU_DIM
EDW_DWH_STG.I$_EB_EXTERNAL_USER,EDW_DMT.OU_DIM
EDW_ADM.TBL_ECO_SCTR_HIER,EDW_DMT.OU_DIM
